"index","shortname","name","unicode","unicode_encoded","aliases","image"
"1433",":ballot_box_with_check:","ballot box with check","2611","☑","","!https://cdn.jsdelivr.net/emojione/assets/png/2611.png?v=2.2.7!"
"1434",":heavy_check_mark:","heavy check mark","2714","✔","","!https://cdn.jsdelivr.net/emojione/assets/png/2714.png?v=2.2.7!"
"1435",":heavy_multiplication_x:","heavy multiplication x","2716","✖","","!https://cdn.jsdelivr.net/emojione/assets/png/2716.png?v=2.2.7!"
"1436",":x:","cross mark","274c","❌","","!https://cdn.jsdelivr.net/emojione/assets/png/274c.png?v=2.2.7!"
"1437",":negative_squared_cross_mark:","negative squared cross mark","274e","❎","","!https://cdn.jsdelivr.net/emojione/assets/png/274e.png?v=2.2.7!"
"1438",":heavy_plus_sign:","heavy plus sign","2795","➕","","!https://cdn.jsdelivr.net/emojione/assets/png/2795.png?v=2.2.7!"
"1439",":heavy_minus_sign:","heavy minus sign","2796","➖","","!https://cdn.jsdelivr.net/emojione/assets/png/2796.png?v=2.2.7!"
"1440",":heavy_division_sign:","heavy division sign","2797","➗","","!https://cdn.jsdelivr.net/emojione/assets/png/2797.png?v=2.2.7!"
"1441",":curly_loop:","curly loop","27b0","➰","","!https://cdn.jsdelivr.net/emojione/assets/png/27b0.png?v=2.2.7!"
"1442",":loop:","double curly loop","27bf","➿","","!https://cdn.jsdelivr.net/emojione/assets/png/27bf.png?v=2.2.7!"
"1443",":part_alternation_mark:","part alternation mark","303d","〽","","!https://cdn.jsdelivr.net/emojione/assets/png/303d.png?v=2.2.7!"
"1444",":eight_spoked_asterisk:","eight spoked asterisk","2733","✳","","!https://cdn.jsdelivr.net/emojione/assets/png/2733.png?v=2.2.7!"
"1445",":eight_pointed_black_star:","eight pointed black star","2734","✴","","!https://cdn.jsdelivr.net/emojione/assets/png/2734.png?v=2.2.7!"
"1446",":sparkle:","sparkle","2747","❇","","!https://cdn.jsdelivr.net/emojione/assets/png/2747.png?v=2.2.7!"
"1447",":bangbang:","double exclamation mark","203c","‼","","!https://cdn.jsdelivr.net/emojione/assets/png/203c.png?v=2.2.7!"
"1448",":interrobang:","exclamation question mark","2049","⁉","","!https://cdn.jsdelivr.net/emojione/assets/png/2049.png?v=2.2.7!"
"1449",":question:","black question mark ornament","2753","❓","","!https://cdn.jsdelivr.net/emojione/assets/png/2753.png?v=2.2.7!"
"1450",":grey_question:","white question mark ornament","2754","❔","","!https://cdn.jsdelivr.net/emojione/assets/png/2754.png?v=2.2.7!"
"1451",":grey_exclamation:","white exclamation mark ornament","2755","❕","","!https://cdn.jsdelivr.net/emojione/assets/png/2755.png?v=2.2.7!"
"1452",":exclamation:","heavy exclamation mark symbol","2757","❗","","!https://cdn.jsdelivr.net/emojione/assets/png/2757.png?v=2.2.7!"
"1453",":wavy_dash:","wavy dash","3030","〰","","!https://cdn.jsdelivr.net/emojione/assets/png/3030.png?v=2.2.7!"
"1454",":copyright:","copyright sign","00a9","©","","!https://cdn.jsdelivr.net/emojione/assets/png/00a9.png?v=2.2.7!"
"1455",":registered:","registered sign","00ae","®","","!https://cdn.jsdelivr.net/emojione/assets/png/00ae.png?v=2.2.7!"
"1456",":tm:","trade mark sign","2122","™","","!https://cdn.jsdelivr.net/emojione/assets/png/2122.png?v=2.2.7!"
"1457",":hash:","keycap number sign","0023-20e3","# ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0023-20e3.png?v=2.2.7!"
"1458",":asterisk:","keycap asterisk","002a-20e3","* ⃣",":keycap_asterisk:","!https://cdn.jsdelivr.net/emojione/assets/png/002a-20e3.png?v=2.2.7!"
"1459",":zero:","keycap digit zero","0030-20e3","0 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0030-20e3.png?v=2.2.7!"
"1460",":one:","keycap digit one","0031-20e3","1 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0031-20e3.png?v=2.2.7!"
"1461",":two:","keycap digit two","0032-20e3","2 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0032-20e3.png?v=2.2.7!"
"1462",":three:","keycap digit three","0033-20e3","3 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0033-20e3.png?v=2.2.7!"
"1463",":four:","keycap digit four","0034-20e3","4 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0034-20e3.png?v=2.2.7!"
"1464",":five:","keycap digit five","0035-20e3","5 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0035-20e3.png?v=2.2.7!"
"1465",":six:","keycap digit six","0036-20e3","6 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0036-20e3.png?v=2.2.7!"
"1466",":seven:","keycap digit seven","0037-20e3","7 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0037-20e3.png?v=2.2.7!"
"1467",":eight:","keycap digit eight","0038-20e3","8 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0038-20e3.png?v=2.2.7!"
"1468",":nine:","keycap digit nine","0039-20e3","9 ⃣","","!https://cdn.jsdelivr.net/emojione/assets/png/0039-20e3.png?v=2.2.7!"
"1469",":keycap_ten:","keycap ten","1f51f","🔟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f51f.png?v=2.2.7!"
"1470",":100:","hundred points symbol","1f4af","💯","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4af.png?v=2.2.7!"
"1471",":capital_abcd:","input symbol for latin capital letters","1f520","🔠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f520.png?v=2.2.7!"
"1472",":abcd:","input symbol for latin small letters","1f521","🔡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f521.png?v=2.2.7!"
"1473",":1234:","input symbol for numbers","1f522","🔢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f522.png?v=2.2.7!"
"1474",":symbols:","input symbol for symbols","1f523","🔣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f523.png?v=2.2.7!"
"1475",":abc:","input symbol for latin letters","1f524","🔤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f524.png?v=2.2.7!"
"1476",":a:","negative squared latin capital letter a","1f170","🅰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f170.png?v=2.2.7!"
"1477",":ab:","negative squared ab","1f18e","🆎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f18e.png?v=2.2.7!"
"1478",":b:","negative squared latin capital letter b","1f171","🅱","","!https://cdn.jsdelivr.net/emojione/assets/png/1f171.png?v=2.2.7!"
"1479",":cl:","squared cl","1f191","🆑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f191.png?v=2.2.7!"
"1480",":cool:","squared cool","1f192","🆒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f192.png?v=2.2.7!"
"1481",":free:","squared free","1f193","🆓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f193.png?v=2.2.7!"
"1482",":information_source:","information source","2139","ℹ","","!https://cdn.jsdelivr.net/emojione/assets/png/2139.png?v=2.2.7!"
"1483",":id:","squared id","1f194","🆔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f194.png?v=2.2.7!"
"1484",":m:","circled latin capital letter m","24c2","Ⓜ","","!https://cdn.jsdelivr.net/emojione/assets/png/24c2.png?v=2.2.7!"
"1485",":new:","squared new","1f195","🆕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f195.png?v=2.2.7!"
"1486",":ng:","squared ng","1f196","🆖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f196.png?v=2.2.7!"
"1487",":o2:","negative squared latin capital letter o","1f17e","🅾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f17e.png?v=2.2.7!"
"1488",":ok:","squared ok","1f197","🆗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f197.png?v=2.2.7!"
"1489",":parking:","negative squared latin capital letter p","1f17f","🅿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f17f.png?v=2.2.7!"
"1490",":sos:","squared sos","1f198","🆘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f198.png?v=2.2.7!"
"1491",":up:","squared up with exclamation mark","1f199","🆙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f199.png?v=2.2.7!"
"1492",":vs:","squared vs","1f19a","🆚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f19a.png?v=2.2.7!"
"1493",":koko:","squared katakana koko","1f201","🈁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f201.png?v=2.2.7!"
"1494",":sa:","squared katakana sa","1f202","🈂","","!https://cdn.jsdelivr.net/emojione/assets/png/1f202.png?v=2.2.7!"
"1495",":u6708:","squared cjk unified ideograph-6708","1f237","🈷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f237.png?v=2.2.7!"
"1496",":u6709:","squared cjk unified ideograph-6709","1f236","🈶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f236.png?v=2.2.7!"
"1497",":u6307:","squared cjk unified ideograph-6307","1f22f","🈯","","!https://cdn.jsdelivr.net/emojione/assets/png/1f22f.png?v=2.2.7!"
"1498",":ideograph_advantage:","circled ideograph advantage","1f250","🉐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f250.png?v=2.2.7!"
"1499",":u5272:","squared cjk unified ideograph-5272","1f239","🈹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f239.png?v=2.2.7!"
"1500",":u7121:","squared cjk unified ideograph-7121","1f21a","🈚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f21a.png?v=2.2.7!"
"1501",":u7981:","squared cjk unified ideograph-7981","1f232","🈲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f232.png?v=2.2.7!"
"1502",":accept:","circled ideograph accept","1f251","🉑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f251.png?v=2.2.7!"
"1503",":u7533:","squared cjk unified ideograph-7533","1f238","🈸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f238.png?v=2.2.7!"
"1504",":u5408:","squared cjk unified ideograph-5408","1f234","🈴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f234.png?v=2.2.7!"
"1505",":u7a7a:","squared cjk unified ideograph-7a7a","1f233","🈳","","!https://cdn.jsdelivr.net/emojione/assets/png/1f233.png?v=2.2.7!"
"1506",":congratulations:","circled ideograph congratulation","3297","㊗","","!https://cdn.jsdelivr.net/emojione/assets/png/3297.png?v=2.2.7!"
"1507",":secret:","circled ideograph secret","3299","㊙","","!https://cdn.jsdelivr.net/emojione/assets/png/3299.png?v=2.2.7!"
"1508",":u55b6:","squared cjk unified ideograph-55b6","1f23a","🈺","","!https://cdn.jsdelivr.net/emojione/assets/png/1f23a.png?v=2.2.7!"
"1509",":u6e80:","squared cjk unified ideograph-6e80","1f235","🈵","","!https://cdn.jsdelivr.net/emojione/assets/png/1f235.png?v=2.2.7!"
"1510",":black_small_square:","black small square","25aa","▪","","!https://cdn.jsdelivr.net/emojione/assets/png/25aa.png?v=2.2.7!"
"1511",":white_small_square:","white small square","25ab","▫","","!https://cdn.jsdelivr.net/emojione/assets/png/25ab.png?v=2.2.7!"
"1512",":white_medium_square:","white medium square","25fb","◻","","!https://cdn.jsdelivr.net/emojione/assets/png/25fb.png?v=2.2.7!"
"1513",":black_medium_square:","black medium square","25fc","◼","","!https://cdn.jsdelivr.net/emojione/assets/png/25fc.png?v=2.2.7!"
"1514",":white_medium_small_square:","white medium small square","25fd","◽","","!https://cdn.jsdelivr.net/emojione/assets/png/25fd.png?v=2.2.7!"
"1515",":black_medium_small_square:","black medium small square","25fe","◾","","!https://cdn.jsdelivr.net/emojione/assets/png/25fe.png?v=2.2.7!"
"1516",":black_large_square:","black large square","2b1b","⬛","","!https://cdn.jsdelivr.net/emojione/assets/png/2b1b.png?v=2.2.7!"
"1517",":white_large_square:","white large square","2b1c","⬜","","!https://cdn.jsdelivr.net/emojione/assets/png/2b1c.png?v=2.2.7!"
"1518",":large_orange_diamond:","large orange diamond","1f536","🔶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f536.png?v=2.2.7!"
"1519",":large_blue_diamond:","large blue diamond","1f537","🔷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f537.png?v=2.2.7!"
"1520",":small_orange_diamond:","small orange diamond","1f538","🔸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f538.png?v=2.2.7!"
"1521",":small_blue_diamond:","small blue diamond","1f539","🔹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f539.png?v=2.2.7!"
"1522",":small_red_triangle:","up-pointing red triangle","1f53a","🔺","","!https://cdn.jsdelivr.net/emojione/assets/png/1f53a.png?v=2.2.7!"
"1523",":small_red_triangle_down:","down-pointing red triangle","1f53b","🔻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f53b.png?v=2.2.7!"
"1524",":diamond_shape_with_a_dot_inside:","diamond shape with a dot inside","1f4a0","💠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a0.png?v=2.2.7!"
"1525",":radio_button:","radio button","1f518","🔘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f518.png?v=2.2.7!"
"1526",":black_square_button:","black square button","1f532","🔲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f532.png?v=2.2.7!"
"1527",":white_square_button:","white square button","1f533","🔳","","!https://cdn.jsdelivr.net/emojione/assets/png/1f533.png?v=2.2.7!"
"1528",":white_circle:","white circle","26aa","⚪","","!https://cdn.jsdelivr.net/emojione/assets/png/26aa.png?v=2.2.7!"
"1529",":black_circle:","black circle","26ab","⚫","","!https://cdn.jsdelivr.net/emojione/assets/png/26ab.png?v=2.2.7!"
"1530",":red_circle:","red circle","1f534","🔴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f534.png?v=2.2.7!"
"1531",":blue_circle:","blue circle","1f535","🔵","","!https://cdn.jsdelivr.net/emojione/assets/png/1f535.png?v=2.2.7!"
"1532",":checkered_flag:","chequered flag","1f3c1","🏁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c1.png?v=2.2.7!"
"1533",":triangular_flag_on_post:","triangular flag on post","1f6a9","🚩","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a9.png?v=2.2.7!"
"1534",":crossed_flags:","crossed flags","1f38c","🎌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38c.png?v=2.2.7!"
"1535",":flag_black:","waving black flag","1f3f4","🏴",":waving_black_flag:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3f4.png?v=2.2.7!"
"1536",":flag_white:","waving white flag","1f3f3","🏳",":waving_white_flag:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3f3.png?v=2.2.7!"
"1537",":rainbow_flag:","rainbow_flag","1f3f3-1f308","🏳 🌈",":gay_pride_flag:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3f3-1f308.png?v=2.2.7!"
"1538",":flag_ac:","ascension","1f1e6-1f1e8","🇦 🇨",":ac:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1e8.png?v=2.2.7!"
"1539",":flag_ad:","andorra","1f1e6-1f1e9","🇦 🇩",":ad:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1e9.png?v=2.2.7!"
"1540",":flag_ae:","the united arab emirates","1f1e6-1f1ea","🇦 🇪",":ae:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1ea.png?v=2.2.7!"
"1541",":flag_af:","afghanistan","1f1e6-1f1eb","🇦 🇫",":af:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1eb.png?v=2.2.7!"
"1542",":flag_ag:","antigua and barbuda","1f1e6-1f1ec","🇦 🇬",":ag:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1ec.png?v=2.2.7!"
"1543",":flag_ai:","anguilla","1f1e6-1f1ee","🇦 🇮",":ai:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1ee.png?v=2.2.7!"
"1544",":flag_al:","albania","1f1e6-1f1f1","🇦 🇱",":al:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f1.png?v=2.2.7!"
"1545",":flag_am:","armenia","1f1e6-1f1f2","🇦 🇲",":am:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f2.png?v=2.2.7!"
"1546",":flag_ao:","angola","1f1e6-1f1f4","🇦 🇴",":ao:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f4.png?v=2.2.7!"
"1547",":flag_aq:","antarctica","1f1e6-1f1f6","🇦 🇶",":aq:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f6.png?v=2.2.7!"
"1548",":flag_ar:","argentina","1f1e6-1f1f7","🇦 🇷",":ar:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f7.png?v=2.2.7!"
"1549",":flag_as:","american samoa","1f1e6-1f1f8","🇦 🇸",":as:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f8.png?v=2.2.7!"
"1550",":flag_at:","austria","1f1e6-1f1f9","🇦 🇹",":at:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1f9.png?v=2.2.7!"
"1551",":flag_au:","australia","1f1e6-1f1fa","🇦 🇺",":au:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1fa.png?v=2.2.7!"
"1552",":flag_aw:","aruba","1f1e6-1f1fc","🇦 🇼",":aw:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1fc.png?v=2.2.7!"
"1553",":flag_ax:","åland islands","1f1e6-1f1fd","🇦 🇽",":ax:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1fd.png?v=2.2.7!"
"1554",":flag_az:","azerbaijan","1f1e6-1f1ff","🇦 🇿",":az:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e6-1f1ff.png?v=2.2.7!"
"1555",":flag_ba:","bosnia and herzegovina","1f1e7-1f1e6","🇧 🇦",":ba:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1e6.png?v=2.2.7!"
"1556",":flag_bb:","barbados","1f1e7-1f1e7","🇧 🇧",":bb:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1e7.png?v=2.2.7!"
"1557",":flag_bd:","bangladesh","1f1e7-1f1e9","🇧 🇩",":bd:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1e9.png?v=2.2.7!"
"1558",":flag_be:","belgium","1f1e7-1f1ea","🇧 🇪",":be:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ea.png?v=2.2.7!"
"1559",":flag_bf:","burkina faso","1f1e7-1f1eb","🇧 🇫",":bf:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1eb.png?v=2.2.7!"
"1560",":flag_bg:","bulgaria","1f1e7-1f1ec","🇧 🇬",":bg:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ec.png?v=2.2.7!"
"1561",":flag_bh:","bahrain","1f1e7-1f1ed","🇧 🇭",":bh:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ed.png?v=2.2.7!"
"1562",":flag_bi:","burundi","1f1e7-1f1ee","🇧 🇮",":bi:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ee.png?v=2.2.7!"
"1563",":flag_bj:","benin","1f1e7-1f1ef","🇧 🇯",":bj:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ef.png?v=2.2.7!"
"1564",":flag_bl:","saint barthélemy","1f1e7-1f1f1","🇧 🇱",":bl:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f1.png?v=2.2.7!"
"1565",":flag_bm:","bermuda","1f1e7-1f1f2","🇧 🇲",":bm:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f2.png?v=2.2.7!"
"1566",":flag_bn:","brunei","1f1e7-1f1f3","🇧 🇳",":bn:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f3.png?v=2.2.7!"
"1567",":flag_bo:","bolivia","1f1e7-1f1f4","🇧 🇴",":bo:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f4.png?v=2.2.7!"
"1568",":flag_bq:","caribbean netherlands","1f1e7-1f1f6","🇧 🇶",":bq:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f6.png?v=2.2.7!"
"1569",":flag_br:","brazil","1f1e7-1f1f7","🇧 🇷",":br:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f7.png?v=2.2.7!"
"1570",":flag_bs:","the bahamas","1f1e7-1f1f8","🇧 🇸",":bs:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f8.png?v=2.2.7!"
"1571",":flag_bt:","bhutan","1f1e7-1f1f9","🇧 🇹",":bt:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1f9.png?v=2.2.7!"
"1572",":flag_bv:","bouvet island","1f1e7-1f1fb","🇧 🇻",":bv:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1fb.png?v=2.2.7!"
"1573",":flag_bw:","botswana","1f1e7-1f1fc","🇧 🇼",":bw:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1fc.png?v=2.2.7!"
"1574",":flag_by:","belarus","1f1e7-1f1fe","🇧 🇾",":by:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1fe.png?v=2.2.7!"
"1575",":flag_bz:","belize","1f1e7-1f1ff","🇧 🇿",":bz:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e7-1f1ff.png?v=2.2.7!"
"1576",":flag_ca:","canada","1f1e8-1f1e6","🇨 🇦",":ca:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1e6.png?v=2.2.7!"
"1577",":flag_cc:","cocos (keeling) islands","1f1e8-1f1e8","🇨 🇨",":cc:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1e8.png?v=2.2.7!"
"1578",":flag_cd:","the democratic republic of the congo","1f1e8-1f1e9","🇨 🇩",":congo:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1e9.png?v=2.2.7!"
"1579",":flag_cf:","central african republic","1f1e8-1f1eb","🇨 🇫",":cf:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1eb.png?v=2.2.7!"
"1580",":flag_cg:","the republic of the congo","1f1e8-1f1ec","🇨 🇬",":cg:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1ec.png?v=2.2.7!"
"1581",":flag_ch:","switzerland","1f1e8-1f1ed","🇨 🇭",":ch:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1ed.png?v=2.2.7!"
"1582",":flag_ci:","côte d’ivoire","1f1e8-1f1ee","🇨 🇮",":ci:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1ee.png?v=2.2.7!"
"1583",":flag_ck:","cook islands","1f1e8-1f1f0","🇨 🇰",":ck:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f0.png?v=2.2.7!"
"1584",":flag_cl:","chile","1f1e8-1f1f1","🇨 🇱",":chile:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f1.png?v=2.2.7!"
"1585",":flag_cm:","cameroon","1f1e8-1f1f2","🇨 🇲",":cm:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f2.png?v=2.2.7!"
"1586",":flag_cn:","china","1f1e8-1f1f3","🇨 🇳",":cn:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f3.png?v=2.2.7!"
"1587",":flag_co:","colombia","1f1e8-1f1f4","🇨 🇴",":co:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f4.png?v=2.2.7!"
"1588",":flag_cp:","clipperton island","1f1e8-1f1f5","🇨 🇵",":cp:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f5.png?v=2.2.7!"
"1589",":flag_cr:","costa rica","1f1e8-1f1f7","🇨 🇷",":cr:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1f7.png?v=2.2.7!"
"1590",":flag_cu:","cuba","1f1e8-1f1fa","🇨 🇺",":cu:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1fa.png?v=2.2.7!"
"1591",":flag_cv:","cape verde","1f1e8-1f1fb","🇨 🇻",":cv:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1fb.png?v=2.2.7!"
"1592",":flag_cw:","curaçao","1f1e8-1f1fc","🇨 🇼",":cw:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1fc.png?v=2.2.7!"
"1593",":flag_cx:","christmas island","1f1e8-1f1fd","🇨 🇽",":cx:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1fd.png?v=2.2.7!"
"1594",":flag_cy:","cyprus","1f1e8-1f1fe","🇨 🇾",":cy:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1fe.png?v=2.2.7!"
"1595",":flag_cz:","the czech republic","1f1e8-1f1ff","🇨 🇿",":cz:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e8-1f1ff.png?v=2.2.7!"
"1596",":flag_de:","germany","1f1e9-1f1ea","🇩 🇪",":de:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1ea.png?v=2.2.7!"
"1597",":flag_dg:","diego garcia","1f1e9-1f1ec","🇩 🇬",":dg:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1ec.png?v=2.2.7!"
"1598",":flag_dj:","djibouti","1f1e9-1f1ef","🇩 🇯",":dj:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1ef.png?v=2.2.7!"
"1599",":flag_dk:","denmark","1f1e9-1f1f0","🇩 🇰",":dk:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1f0.png?v=2.2.7!"
"1600",":flag_dm:","dominica","1f1e9-1f1f2","🇩 🇲",":dm:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1f2.png?v=2.2.7!"
"1601",":flag_do:","the dominican republic","1f1e9-1f1f4","🇩 🇴",":do:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1f4.png?v=2.2.7!"
"1602",":flag_dz:","algeria","1f1e9-1f1ff","🇩 🇿",":dz:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1e9-1f1ff.png?v=2.2.7!"
"1603",":flag_ea:","ceuta, melilla","1f1ea-1f1e6","🇪 🇦",":ea:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1ea-1f1e6.png?v=2.2.7!"
"1604",":flag_ec:","ecuador","1f1ea-1f1e8","🇪 🇨",":ec:","!https://cdn.jsdelivr.net/emojione/assets/png/1f1ea-1f1e8.png?v=2.2.7!"
